region,customer_lifetime_value,response,coverage,education,effective_to_date,month,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
west region,3946,no,premium,bachelor,2/28/11,feb,unemployed,f,12461,suburban,single,111,15,47,0,1,personal auto,personal l3,offer1,agent,799,four-door car,small
north west,4826,no,basic,doctor,2/20/11,feb,medical leave,m,18779,urban,married,63,10,65,0,4,personal auto,personal l3,offer3,agent,215,four-door car,large
central,9032,no,extended,bachelor,1/8/11,jan,unemployed,f,94994,rural,married,82,24,21,0,2,personal auto,personal l1,offer1,branch,157,four-door car,medsize
central,6678,no,extended,bachelor,1/12/11,jan,employed,f,47137,rural,married,84,5,11,0,5,personal auto,personal l1,offer4,agent,161,four-door car,medsize
west region,21423,yes,basic,bachelor,1/3/11,jan,unemployed,m,46696,suburban,married,65,9,31,0,2,special auto,special l3,offer2,agent,312,two-door car,medsize
central,8433,no,basic,bachelor,2/15/11,feb,employed,m,57961,rural,divorced,72,16,64,1,2,personal auto,personal l3,offer1,agent,38,two-door car,large
north west,5326,no,basic,college,2/8/11,feb,employed,f,22268,urban,married,67,12,70,0,8,personal auto,personal l1,offer3,call center,294,two-door car,medsize
west region,2414,no,basic,high school or below,1/8/11,jan,unemployed,m,17028,suburban,single,71,25,30,0,1,personal auto,personal l3,offer2,call center,511,four-door car,medsize
central,2500,no,basic,high school or below,1/20/11,jan,unemployed,m,30992,suburban,married,67,4,44,0,1,personal auto,personal l3,offer2,call center,664,four-door car,small
north west,4276,no,premium,bachelor,1/16/11,jan,employed,m,36692,suburban,married,109,1,6,1,1,personal auto,personal l3,offer2,call center,523,four-door car,medsize
north west,2470,no,basic,college,1/9/11,jan,unemployed,m,79387,suburban,single,74,7,20,0,1,personal auto,personal l1,offer4,web,721,two-door car,large
west region,30118,no,premium,high school or below,1/9/11,jan,employed,m,68906,suburban,married,187,12,61,0,2,personal auto,personal l3,offer3,web,1053,sports car,medsize
north west,8193,no,basic,bachelor,2/20/11,feb,employed,m,54950,urban,married,103,18,75,0,7,corporate auto,corporate l1,offer4,web,480,suv,medsize
west region,2309,no,basic,bachelor,2/25/11,feb,unemployed,f,89555,rural,divorced,61,16,57,0,1,personal auto,personal l3,offer1,agent,32,four-door car,medsize
north west,3033,no,extended,bachelor,1/5/11,jan,disabled,f,27369,urban,married,77,13,40,0,1,personal auto,personal l3,offer1,call center,331,four-door car,medsize
east,7988,no,extended,high school or below,2/1/11,feb,employed,f,77330,rural,married,99,0,21,0,3,personal auto,personal l3,offer2,web,99,four-door car,medsize
central,3275,no,extended,high school or below,1/23/11,jan,employed,f,69263,suburban,married,81,8,12,2,1,personal auto,personal l3,offer3,agent,494,two-door car,medsize
west region,7416,no,extended,bachelor,2/22/11,feb,unemployed,m,28466,suburban,single,77,15,12,2,2,personal auto,personal l3,offer1,agent,554,four-door car,medsize
east,15483,no,basic,high school or below,2/9/11,feb,employed,m,24661,suburban,married,196,6,28,0,7,personal auto,personal l1,offer2,call center,1961,luxury suv,medsize
north west,9460,no,extended,high school or below,1/22/11,jan,unemployed,f,69913,suburban,single,133,23,32,0,6,personal auto,personal l1,offer1,call center,1443,suv,medsize
east,4727,no,basic,bachelor,1/3/11,jan,unemployed,m,68223,suburban,single,72,23,7,0,3,personal auto,personal l2,offer2,call center,345,four-door car,medsize
west region,27279,no,basic,college,2/7/11,feb,employed,f,76530,rural,divorced,119,35,9,4,2,personal auto,personal l2,offer3,call center,254,suv,medsize
west region,16272,no,basic,bachelor,2/9/11,feb,employed,m,83589,urban,single,103,27,65,0,2,personal auto,personal l2,offer3,agent,366,suv,small
west region,11277,no,extended,master,2/1/11,feb,employed,m,98138,urban,married,93,30,10,1,2,personal auto,personal l1,offer3,agent,427,four-door car,medsize
central,3343,no,extended,bachelor,1/29/11,jan,employed,m,40794,urban,divorced,87,6,87,0,1,personal auto,personal l3,offer4,branch,334,four-door car,medsize
east,4389,no,basic,high school or below,1/28/11,jan,unemployed,f,82368,suburban,divorced,118,10,69,1,1,personal auto,personal l3,offer1,branch,670,suv,medsize
central,15956,no,extended,high school or below,1/21/11,jan,employed,m,36354,suburban,married,202,34,28,0,9,corporate auto,corporate l2,offer3,agent,1454,luxury suv,small
central,43217,no,extended,high school or below,1/27/11,jan,employed,m,51504,suburban,single,220,30,99,0,2,personal auto,personal l3,offer1,agent,2552,four-door car,medsize
central,2570,no,basic,bachelor,1/11/11,jan,employed,m,58498,suburban,married,67,6,1,3,1,personal auto,personal l3,offer2,call center,321,four-door car,small
central,4277,no,basic,high school or below,2/9/11,feb,employed,m,77265,suburban,married,107,23,9,0,1,personal auto,personal l2,offer2,call center,513,suv,small
central,19964,no,basic,college,2/5/11,feb,unemployed,m,43713,suburban,single,192,35,34,0,2,personal auto,personal l2,offer1,web,921,luxury suv,small
west region,4861,no,basic,college,2/11/11,feb,medical leave,m,12153,suburban,single,69,23,9,1,8,personal auto,personal l3,offer1,branch,438,four-door car,large
central,21112,no,extended,bachelor,2/22/11,feb,unemployed,f,71243,rural,married,81,12,59,0,2,personal auto,personal l3,offer3,branch,136,four-door car,medsize
central,24138,no,basic,master,2/13/11,feb,employed,m,53691,urban,divorced,67,13,48,0,2,personal auto,personal l3,offer1,call center,175,four-door car,medsize
north west,4318,no,premium,college,2/8/11,feb,disabled,f,17572,suburban,married,110,0,35,0,1,personal auto,personal l1,offer3,call center,639,two-door car,medsize
west region,2555,no,basic,high school or below,2/1/11,feb,employed,m,25385,suburban,married,65,1,96,0,1,corporate auto,corporate l3,offer4,branch,458,four-door car,medsize
central,2453,yes,basic,bachelor,2/9/11,feb,medical leave,m,29735,suburban,single,69,3,92,0,1,personal auto,personal l3,offer1,agent,331,four-door car,medsize
north west,4362,yes,premium,college,1/3/11,jan,employed,m,58842,suburban,married,110,6,74,0,1,personal auto,personal l3,offer2,branch,528,four-door car,medsize
west region,2497,no,basic,high school or below,2/21/11,feb,retired,f,15520,suburban,married,66,21,16,0,1,personal auto,personal l1,offer3,web,316,two-door car,medsize
west region,4576,no,premium,master,1/8/11,jan,employed,f,48569,urban,married,114,0,14,0,1,personal auto,personal l3,offer1,agent,434,four-door car,medsize
west region,7188,no,extended,high school or below,1/29/11,jan,medical leave,m,13542,suburban,married,94,29,35,0,8,personal auto,personal l3,offer1,web,451,four-door car,small
central,2416,no,basic,college,2/6/11,feb,medical leave,f,18944,rural,married,63,20,64,0,1,personal auto,personal l3,offer4,call center,125,four-door car,medsize
north west,26538,no,basic,bachelor,1/18/11,jan,employed,f,94132,suburban,married,73,31,68,0,2,personal auto,personal l2,offer2,call center,350,four-door car,small
north west,3721,no,extended,bachelor,2/2/11,feb,employed,f,71333,urban,married,93,9,92,0,1,personal auto,personal l3,offer2,call center,343,four-door car,medsize
west region,2548,no,basic,bachelor,1/5/11,jan,employed,m,47346,suburban,married,65,8,35,0,1,personal auto,personal l3,offer2,call center,312,four-door car,small
west region,9156,no,premium,college,1/22/11,jan,employed,m,59624,suburban,divorced,117,23,44,0,3,corporate auto,corporate l3,offer3,branch,582,four-door car,small
west region,3482,no,extended,high school or below,1/3/11,jan,unemployed,m,13554,suburban,single,96,31,85,0,1,personal auto,personal l2,offer1,agent,726,four-door car,medsize
north west,22837,no,premium,college,2/15/11,feb,employed,m,89384,suburban,married,285,27,70,0,4,corporate auto,corporate l2,offer2,web,2052,luxury car,large
central,2491,yes,basic,doctor,1/29/11,jan,employed,m,36631,rural,divorced,62,30,77,0,1,personal auto,personal l3,offer1,agent,67,four-door car,large
west region,18321,no,basic,college,1/3/11,jan,employed,f,21189,suburban,divorced,66,4,2,0,2,personal auto,personal l3,offer3,agent,316,two-door car,medsize
central,2760,no,basic,bachelor,1/9/11,jan,employed,m,79065,urban,married,69,13,24,0,1,corporate auto,corporate l2,offer2,web,290,four-door car,medsize
west region,2946,no,basic,bachelor,2/1/11,feb,employed,f,89270,urban,single,74,17,90,0,1,personal auto,personal l3,offer2,branch,316,four-door car,medsize
west region,2395,yes,basic,doctor,1/27/11,jan,disabled,f,21986,suburban,divorced,63,1,9,0,1,personal auto,personal l3,offer2,branch,333,two-door car,medsize
central,5897,no,basic,high school or below,2/3/11,feb,employed,m,39188,suburban,divorced,74,9,2,0,3,personal auto,personal l3,offer3,web,355,four-door car,medsize
central,2566,no,basic,high school or below,2/6/11,feb,medical leave,m,25049,suburban,married,67,14,7,0,1,personal auto,personal l3,offer2,call center,454,two-door car,medsize
central,3858,no,basic,high school or below,1/8/11,jan,unemployed,f,14210,suburban,married,107,15,58,1,1,personal auto,personal l3,offer3,agent,513,suv,medsize
east,2819,no,basic,high school or below,2/7/11,feb,employed,f,88067,suburban,married,70,19,59,0,1,personal auto,personal l3,offer2,branch,336,four-door car,small
central,7341,no,basic,high school or below,2/3/11,feb,employed,f,27649,suburban,single,63,3,63,0,2,personal auto,personal l3,offer4,web,302,four-door car,medsize
north west,2629,no,basic,high school or below,1/19/11,jan,unemployed,m,50312,suburban,married,71,0,44,0,1,corporate auto,corporate l1,offer2,branch,340,four-door car,large
north west,6945,no,basic,high school or below,2/2/11,feb,disabled,f,15850,suburban,married,61,28,14,0,2,corporate auto,corporate l3,offer4,call center,314,two-door car,medsize
central,8139,no,basic,high school or below,1/12/11,jan,employed,m,86876,rural,married,68,9,3,0,2,personal auto,personal l3,offer4,call center,118,four-door car,medsize
central,7355,no,basic,bachelor,1/19/11,jan,employed,m,51789,suburban,married,61,33,31,0,2,corporate auto,corporate l2,offer4,call center,435,two-door car,large
east,2864,no,extended,bachelor,1/13/11,jan,unemployed,f,51043,suburban,single,83,33,30,0,1,personal auto,personal l2,offer4,web,825,two-door car,medsize
west region,4813,no,basic,bachelor,2/27/11,feb,unemployed,m,60112,suburban,single,69,30,44,0,3,special auto,special l3,offer1,agent,472,four-door car,medsize
central,10080,no,extended,college,2/12/11,feb,employed,m,60944,urban,married,130,10,38,2,4,personal auto,personal l3,offer2,web,623,suv,medsize
north west,4270,yes,extended,college,1/19/11,jan,unemployed,m,99265,suburban,married,122,13,2,1,1,personal auto,personal l3,offer2,agent,725,suv,medsize
north west,2518,no,basic,high school or below,1/8/11,jan,employed,m,86617,urban,single,63,9,10,0,1,personal auto,personal l3,offer3,agent,188,four-door car,medsize
north west,3649,no,basic,master,1/31/11,jan,unemployed,m,47452,suburban,single,100,31,80,0,1,personal auto,personal l3,offer1,agent,480,suv,medsize
north west,5918,no,basic,college,2/4/11,feb,employed,f,94846,urban,married,73,15,68,0,7,corporate auto,corporate l2,offer1,agent,305,two-door car,medsize
east,18370,no,extended,college,1/23/11,jan,employed,m,49659,suburban,divorced,234,31,15,0,9,personal auto,personal l3,offer3,web,1684,luxury car,large
central,15613,no,premium,bachelor,1/19/11,jan,employed,f,27514,suburban,married,197,12,97,0,8,personal auto,personal l3,offer1,call center,1367,suv,medsize
central,2619,yes,basic,bachelor,2/5/11,feb,employed,m,78618,urban,divorced,66,7,56,0,1,corporate auto,corporate l3,offer1,agent,225,two-door car,medsize
north west,7322,no,basic,high school or below,2/7/11,feb,employed,m,80864,urban,married,182,5,30,0,1,personal auto,personal l3,offer3,agent,618,luxury suv,medsize
central,4270,yes,extended,college,1/19/11,jan,unemployed,m,69083,suburban,married,122,27,2,0,1,personal auto,personal l2,offer2,agent,725,suv,medsize
north west,4893,no,basic,bachelor,2/14/11,feb,unemployed,m,11527,suburban,single,73,11,56,0,5,corporate auto,corporate l3,offer2,branch,680,two-door car,medsize
east,4031,no,basic,college,2/7/11,feb,unemployed,m,55080,suburban,married,63,35,59,3,3,personal auto,personal l2,offer2,call center,639,two-door car,large
west region,8087,no,premium,bachelor,2/6/11,feb,unemployed,f,64083,suburban,married,110,9,23,0,6,personal auto,personal l1,offer1,web,550,two-door car,medsize
north west,5340,no,basic,college,1/17/11,jan,unemployed,f,91935,suburban,married,72,1,73,0,6,personal auto,personal l3,offer2,web,345,suv,medsize
north west,2545,no,basic,bachelor,2/26/11,feb,employed,f,26746,rural,single,66,20,41,0,1,personal auto,personal l2,offer1,agent,165,two-door car,medsize
central,8197,no,basic,high school or below,1/13/11,jan,employed,m,56788,suburban,single,108,22,34,5,7,special auto,special l3,offer1,agent,579,suv,medsize
west region,5223,no,basic,bachelor,2/4/11,feb,medical leave,m,16513,suburban,divorced,71,23,37,0,6,personal auto,personal l3,offer3,branch,340,four-door car,medsize
west region,5100,no,basic,high school or below,1/26/11,jan,unemployed,f,53840,suburban,single,71,9,2,1,7,corporate auto,corporate l1,offer3,web,653,four-door car,small
west region,3939,yes,extended,bachelor,1/28/11,jan,employed,f,60021,suburban,married,99,12,28,0,1,special auto,special l2,offer2,agent,882,four-door car,small
west region,4450,no,premium,bachelor,1/28/11,jan,employed,m,26848,rural,married,114,10,50,0,1,personal auto,personal l1,offer4,agent,100,two-door car,medsize
central,6470,no,extended,college,2/7/11,feb,employed,m,48638,rural,married,82,16,29,0,3,personal auto,personal l1,offer3,call center,183,four-door car,medsize
central,7689,no,extended,master,2/4/11,feb,employed,f,42677,suburban,divorced,96,5,20,0,3,personal auto,personal l3,offer1,branch,1084,four-door car,small
north west,7247,no,extended,college,2/26/11,feb,unemployed,f,44571,suburban,married,96,31,64,1,3,personal auto,personal l2,offer1,agent,460,four-door car,large
west region,6047,yes,extended,college,2/19/11,feb,employed,m,20396,suburban,married,76,15,60,1,4,personal auto,personal l3,offer1,branch,364,four-door car,medsize
north west,9378,no,basic,college,1/7/11,jan,employed,f,36067,suburban,married,117,30,78,0,3,personal auto,personal l3,offer2,branch,561,sports car,large
east,32961,no,basic,high school or below,2/19/11,feb,employed,f,66014,urban,married,102,34,11,0,2,personal auto,personal l3,offer2,branch,459,suv,medsize
west region,19259,yes,premium,master,1/26/11,jan,employed,f,35973,suburban,married,159,15,97,2,2,personal auto,personal l2,offer1,call center,763,sports car,large
north west,3265,yes,extended,bachelor,1/26/11,jan,employed,f,25820,suburban,divorced,82,10,69,0,1,corporate auto,corporate l2,offer1,agent,393,four-door car,medsize
east,2589,no,basic,high school or below,1/23/11,jan,employed,f,49675,suburban,married,65,10,54,0,1,personal auto,personal l2,offer2,agent,312,two-door car,medsize
west region,19323,no,extended,high school or below,1/8/11,jan,unemployed,f,10249,suburban,divorced,139,24,3,1,2,personal auto,personal l2,offer1,branch,1389,suv,small
east,2610,no,basic,bachelor,1/18/11,jan,employed,f,54737,suburban,single,66,3,86,0,1,personal auto,personal l3,offer3,web,391,four-door car,medsize
central,2991,no,extended,bachelor,2/6/11,feb,unemployed,f,51005,suburban,single,80,9,96,0,1,corporate auto,corporate l2,offer2,web,576,four-door car,small
west region,12992,no,basic,high school or below,2/6/11,feb,unemployed,f,30078,suburban,single,72,8,61,0,2,personal auto,personal l3,offer1,agent,518,four-door car,medsize
central,7519,no,extended,high school or below,2/20/11,feb,employed,m,96306,rural,divorced,95,12,17,1,6,corporate auto,corporate l2,offer1,agent,185,four-door car,medsize
